platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake,username,username_length,digits_count,digit_ratio,special_char_count,repeat_char_count
,,26,1,394,733,0.536784741,2787,219,0.078550933,0.306249016,,177,34,119,1,0,0,jessica5725,11,4,0.363636364,0,1
Instagram,,115,0,411,761,0.539370079,,,0.075268817,0.9954245,0.625747779,24,140,18,0,1,1,bot_7jjih,9,1,0.111111111,1,1
X,0,86,1,,703,0.553977273,3649,201,0.055068493,,0.256602435,,143,23,0,0,1,xlksy5048,9,4,0.444444444,0,0
Instagram,0,103,1,369,717,0.513927577,,223,,0.157029085,0.772350421,279,66,25,1,0,1,yaxfr4785,9,4,0.444444444,0,0
Instagram,,122,0,,722,0.572614108,632,,0.312796209,0.892191705,0.505154095,413,94,44,1,,0,arjun.5802,10,4,0.4,1,0
Facebook,0,205,,396,672,0.588410104,3443,188,,0.119179876,0.086304883,,54,107,1,0,0,riya_3572,9,4,0.444444444,1,0
X,1,78,,435,658,0.660091047,1755,195,0.111047836,0.381286265,0.626998895,300,192,138,0,1,0,pablo.89,8,2,0.25,1,0
X,1,42,1,380,710,0.534458509,3034,,0.065568369,0.733142212,0.569243504,298,34,23,0,0,0,rahul9700,9,4,0.444444444,0,1
X,0,96,1,449,730,0.614227086,1579,208,0.13164557,0.791491861,0.338597354,,15,23,1,0,1,user_067611,11,6,0.545454545,1,1
X,0,244,0,411,666,0.616191904,26,,7.481481481,0.954669177,0.011157078,439,128,11,1,0,0,dmitri_9727,11,4,0.363636364,1,0
Facebook,1,30,1,393,673,0.583086053,2210,,0.083220262,0.789573835,0.200701542,496,177,134,0,1,0,dmitri9525,10,4,0.4,0,0
Facebook,0,,1,,692,0.629148629,2903,188,0.064738292,0.844532384,0.405709529,200,13,80,0,1,0,carlos,6,0,0,0,0
Instagram,0,16,1,418,681,0.612903226,1130,186,0.164456233,0.949376006,0.199914034,325,61,98,1,1,1,bot_az5l2,9,2,0.222222222,1,0
Instagram,1,219,0,382,700,0.544935806,4997,184,0.036814726,0.553687692,,32,,69,1,0,0,michael.2900,12,4,0.333333333,1,1
Instagram,0,82,1,379,734,0.515646259,4105,211,0.051388212,0.34343346,0.712324894,96,150,78,0,1,0,nikolai.8257,12,4,0.333333333,1,0
Instagram,0,109,0,387,677,0.57079646,4146,,,,0.856017657,44,98,22,1,0,0,maria8144,9,4,0.444444444,0,1
Facebook,1,,,420,723,0.580110497,442,204,0.460496614,0.163541586,0.646982619,262,190,122,0,1,0,olga_2469,9,4,0.444444444,1,0
,0,189,,379,702,0.539118065,3896,201,0.051578137,0.06823167,0.689009221,,28,37,0,1,0,ethan.1651,10,4,0.4,1,0
,0,214,1,344,716,0.479776848,4798,225,0.046884768,0.785330865,0.608441865,401,149,28,0,0,0,pablo5104,9,4,0.444444444,0,0
Instagram,1,31,0,389,700,0.554921541,4850,203,0.041847042,0.950671358,,69,92,75,1,1,0,ali.8236,8,4,0.5,1,0
Facebook,0,167,0,420,688,,1829,231,0.126229508,0.442446945,0.261000569,300,5,67,0,1,0,john,4,0,0,0,0
X,1,140,0,385,753,0.51061008,1536,191,0.124268055,0.161133453,0.266258681,292,156,20,1,1,0,daniel4662,10,4,0.4,0,1
X,0,211,0,384,725,0.52892562,4326,197,,0.497020976,0.126333641,,88,8,1,1,0,alex_54,7,2,0.285714286,1,0
Facebook,,,0,400,709,0.563380282,560,215,0.383244207,0.393317852,,,1,48,0,1,0,haruto1916,10,4,0.4,0,0
Facebook,1,132,0,395,671,0.587797619,1174,208,0.177021277,0.37247394,0.096161704,206,191,97,1,0,1,ujyxt6821,9,4,0.444444444,0,0
Facebook,1,200,1,393,722,,1879,,,0.62808084,0.270146597,171,95,36,0,0,1,user_110556,11,6,0.545454545,1,2
Instagram,0,28,0,408,719,0.566666667,2256,210,0.093043864,0.174735715,,245,35,20,1,1,0,giulia5242,10,4,0.4,0,0
Facebook,1,69,,388,729,0.531506849,1085,185,0.170349908,0.380481549,0.957595616,413,95,22,0,0,0,carlos.8644,11,4,0.363636364,1,1
Facebook,1,152,0,392,714,0.548251748,3915,188,0.048008172,0.868676839,0.963812994,,147,137,0,0,0,ali7133,7,4,0.571428571,0,1
Facebook,0,94,0,407,719,0.565277778,,199,0.829166667,0.729665098,0.743740234,255,182,69,0,1,0,ivan,4,0,0,0,0
X,,21,0,,707,0.487288136,2915,193,0.066186557,0.055588467,0.389250162,263,36,,0,1,1,mfmtm990q0,10,4,0.4,0,1
X,0,193,1,380,670,0.566318927,2096,198,0.094420601,0.513903796,0.865161273,388,101,100,0,0,0,arjun344,8,3,0.375,0,1
Instagram,1,172,0,396,654,,1472,183,0.124236253,0.091295318,0.875455802,263,179,28,1,1,1,onwch7146,9,4,0.444444444,0,0
Instagram,1,68,0,384,731,0.524590164,2046,217,0.106008793,0.957496429,0.910197381,4,68,58,1,0,0,jessica,7,0,0,0,1
X,1,,,428,649,0.658461538,4613,195,0.042262679,0.244640641,0.640025048,9,,20,0,,0,ahmed406,8,3,0.375,0,0
X,1,88,1,431,719,0.598611111,3684,207,0.056173677,0.932621026,0.201792796,270,149,85,1,1,1,zigkgpheug,10,0,0,0,0
X,0,71,1,381,682,0.557833089,205,208,1.009708738,,,229,106,98,,1,1,ez91hqdur0,10,3,0.3,0,0
Facebook,1,246,1,412,692,0.594516595,3601,210,0.058300944,0.551364435,0.914775504,311,14,,,0,1,acc_u5ou42go,12,3,0.25,1,1
Facebook,0,128,0,380,689,0.550724638,2138,225,0.105189341,0.336304573,0.055546108,369,,45,0,0,1,k6ulitxg4y,10,2,0.2,0,0
X,1,211,1,391,708,0.551480959,1214,200,,0.857946681,,54,46,132,0,1,0,anastasia.5037,14,4,0.285714286,1,0
Facebook,0,171,0,402,711,0.564606742,3835,199,0.051876955,,0.486961767,386,198,14,,1,1,acc_ay8r0oiu,12,2,0.166666667,1,1
Facebook,0,86,,415,751,,3092,220,0.071128354,0.179974114,0.021976693,40,107,,0,1,0,giulia,6,0,0,0,0
Instagram,0,95,,391,718,0.543810848,1383,224,0.161849711,,0.906912259,137,107,110,1,,1,user_084840,11,6,0.545454545,1,0
X,1,74,0,,677,,3681,191,0.051873982,,0.287120995,390,68,82,1,1,0,luna,4,0,0,0,0
,0,166,1,403,699,0.575714286,1680,180,0.10707912,0.314325225,0.028504799,446,51,79,1,1,1,owaqf1985,9,4,0.444444444,0,0
,0,238,0,365,668,0.545590433,7,205,25.625,,0.993589997,114,166,110,0,0,0,arjun,5,0,0,0,0
X,1,53,1,401,706,0.56718529,1886,221,0.117117117,0.195113035,0.311393181,62,1,106,1,0,0,binta_4519,10,4,0.4,1,0
Instagram,0,87,1,359,700,,3499,178,0.050857143,0.805610098,0.876764907,343,44,86,,,0,ananya_1921,11,4,0.363636364,1,0
Instagram,1,202,1,391,711,0.549157303,296,200,,0.095836219,,409,151,,0,0,1,user_946471,11,6,0.545454545,1,0
Instagram,1,156,1,392,694,0.564028777,264,194,0.732075472,0.353446562,,33,188,41,0,0,0,sofia,5,0,0,0,0
X,0,53,1,424,658,,2138,206,0.096306685,0.2437625,0.24109015,377,110,118,0,0,0,valentina.8684,14,4,0.285714286,1,0
X,0,217,1,409,695,0.587643678,4949,200,0.04040404,0.976835949,0.502875327,251,91,25,1,0,0,sarah3412,9,4,0.444444444,0,0
,1,15,0,396,667,,3866,234,0.060512025,0.02573058,0.257651192,455,121,105,0,0,0,saif662,7,3,0.428571429,0,1
X,0,98,0,405,707,0.572033898,4497,201,,0.721669526,0.951083881,422,64,103,1,0,1,acc_ynqywx5p,12,1,0.083333333,1,1
X,1,19,0,395,700,0.563480742,4453,202,0.045352492,,0.060945412,443,180,7,0,0,0,ali_6059,8,4,0.5,1,0
Instagram,1,45,1,367,726,,2547,195,0.076530612,0.811248663,0.274673928,196,115,72,1,0,1,user_713722,11,6,0.545454545,1,1
Facebook,1,,,377,697,0.540114613,4930,177,0.035895356,0.3112244,0.893108877,355,148,77,1,1,0,mina_372,8,3,0.375,1,0
Instagram,0,192,1,402,695,0.577586207,4531,,0.042144748,0.187284245,0.480035958,362,126,147,0,1,0,sakura.5045,11,4,0.363636364,1,0
X,1,126,0,364,712,0.510518934,119,202,1.683333333,0.693039851,,409,66,65,1,,1,nnzmd7294,9,4,0.444444444,0,1
Instagram,0,57,0,401,700,0.572039943,2396,175,0.073007927,0.257576536,,,,67,1,1,1,dcppmvlyj9,10,1,0.1,0,1
X,0,180,1,426,712,0.597475456,3368,205,0.060848917,,0.070927512,61,128,98,0,0,0,leo8673,7,4,0.571428571,0,0
X,0,110,0,391,672,0.580980684,1703,199,0.116784038,0.131533422,0.017738741,393,58,77,1,1,0,ivan,4,0,0,0,0
,,128,0,385,742,0.518169583,530,201,0.378531073,0.724598011,0.937841052,224,114,84,1,,1,fuwfd5376,9,4,0.444444444,0,0
X,1,80,0,407,779,0.521794872,3675,192,,0.406836205,0.271502845,355,115,78,1,0,0,sakura193,9,3,0.333333333,0,0
Facebook,0,193,1,395,741,0.532345013,303,228,0.75,0.140579759,0.38031311,53,46,38,0,1,1,8gs3tf69up,10,4,0.4,0,0
X,1,,0,398,652,0.60949464,4068,175,0.04300811,0.741595047,0.682093171,158,,,0,1,1,user_847988,11,6,0.545454545,1,1
Facebook,1,83,,,,0.594713656,4252,220,0.051728192,0.103362192,0.236303877,293,17,19,1,0,1,vt7mmgdp2p,10,2,0.2,0,1
Facebook,0,69,0,396,666,0.593703148,3969,194,0.048866499,0.574820423,0.73307137,,112,69,1,1,0,luna_8128,9,4,0.444444444,1,0
X,1,7,0,427,697,0.611747851,14,197,,0.60748517,0.458242182,24,32,116,1,1,1,bot_t1wz6,9,2,0.222222222,1,0
Instagram,1,28,,384,720,0.53259362,2804,205,0.073083779,0.9303505,0.856609805,236,142,111,1,0,0,giulia4176,10,4,0.4,0,0
Facebook,,111,0,400,679,0.588235294,889,186,0.208988764,0.150980499,,460,23,27,0,0,0,ivan9274,8,4,0.5,0,0
Instagram,1,178,1,389,704,0.55177305,3529,194,0.054957507,0.65334636,0.20382248,320,35,118,1,1,0,yusuf_2323,10,4,0.4,1,0
,1,160,0,412,701,,,193,0.161101836,0.380768581,0.831688354,99,59,97,1,,0,john.8924,9,4,0.444444444,1,0
X,1,130,1,404,705,0.57223796,4541,183,0.040290621,0.400814347,0.326326065,227,161,72,1,1,1,user_555478,11,6,0.545454545,1,1
X,1,187,1,414,666,0.620689655,2170,199,,0.501825182,0.411868646,177,89,,,0,1,bot_gheti,9,0,0,1,0
Facebook,0,162,,410,673,0.608308605,,210,0.058823529,0.233784612,0.793707833,407,,21,1,1,1,2lu7rfappb,10,2,0.2,0,1
X,1,196,0,,707,0.542372881,2232,,,0.461183239,0.635576537,,167,4,1,1,0,sofia7146,9,4,0.444444444,0,0
Facebook,1,218,,401,680,0.588839941,,179,0.09701897,0.686846168,0.44172589,465,149,,0,1,0,priya.6941,10,4,0.4,1,0
X,,107,1,386,776,0.496782497,3652,208,0.056939502,0.45711304,0.249890509,433,143,113,1,1,0,anna.234,8,3,0.375,1,1
Instagram,1,203,,397,740,0.535762483,3877,216,0.055698814,0.042508427,0.764200969,238,103,97,1,0,1,bot_y7sm2,9,2,0.222222222,1,0
X,0,,,387,664,0.581954887,2719,,0.076470588,0.257826248,0.180431034,433,169,44,1,0,0,binta_4202,10,4,0.4,1,0
Instagram,1,108,0,420,759,0.552631579,49,195,3.9,0.351460213,0.928279601,142,15,112,0,1,1,bot_r3kis,9,1,0.111111111,1,0
X,0,19,0,388,733,0.528610354,181,205,1.126373626,,0.150316069,16,132,136,,1,0,daniel_4840,11,4,0.363636364,1,0
,1,72,,412,705,0.583569405,3879,,0.051546392,0.081006893,0.804933692,284,133,13,1,,0,tariq6488,9,4,0.444444444,0,1
X,0,166,1,,746,0.550200803,1418,196,0.13812544,0.449570552,0.424248867,4,169,68,,0,1,ttsvk3371,9,4,0.444444444,0,2
Instagram,0,3,0,394,711,,3465,172,0.049624928,0.691949019,0.186006233,10,29,113,0,0,0,yuki_5789,9,4,0.444444444,1,0
Facebook,0,242,0,377,680,0.553597651,3420,195,0.057000877,0.048672018,0.402378938,207,159,55,0,,1,oyafy7658,9,4,0.444444444,0,0
Facebook,0,245,1,,658,0.638846737,530,209,0.393596987,0.750924172,0.221551816,435,180,110,1,1,1,bot_3w9e3,9,3,0.333333333,1,0
Instagram,,18,0,432,686,0.628820961,4680,168,0.035889767,0.955105203,0.135993651,417,146,90,,0,0,mia2214,7,4,0.571428571,0,1
X,,101,,,713,0.592436975,1287,190,0.147515528,0.009338156,0.239155399,80,,10,1,0,0,olga,4,0,0,0,0
Instagram,1,,,410,698,0.586552217,,183,0.083485401,,,32,155,114,0,1,0,yusuf.5284,10,4,0.4,1,0
X,1,172,0,384,644,0.595348837,707,230,0.324858757,0.543487782,0.105942387,,,100,0,,1,1d9o2rsqtv,10,3,0.3,0,0
Facebook,0,170,1,,660,0.571860817,3218,,0.057471264,0.218049487,0.972539588,304,71,97,0,1,0,pablo.2593,10,4,0.4,1,0
X,1,140,0,383,714,0.535664336,294,194,0.657627119,0.764626032,0.004998454,376,127,,0,1,0,jessica,7,0,0,0,1
Facebook,0,140,0,399,704,0.565957447,,200,0.127959053,0.312134315,0.658238154,158,106,79,,1,0,rahul8715,9,4,0.444444444,0,0
,0,187,0,414,709,0.583098592,4518,210,,0.293625282,0.856511985,273,126,57,1,1,1,bot_p7ox5,9,2,0.222222222,1,0
,1,184,1,391,668,0.58445441,2612,190,0.072713356,0.000923876,0.933957648,114,128,29,,1,0,ali_3450,8,4,0.5,1,0
,1,85,1,387,665,0.581081081,661,200,0.302114804,0.270126188,0.143985593,216,195,66,1,0,1,bot_n2q78,9,3,0.333333333,1,0
Instagram,0,,1,,727,0.576923077,,189,0.059433962,0.217670522,0.698208496,260,184,28,0,0,1,user_342779,11,6,0.545454545,1,1
Instagram,,51,1,,710,0.514767932,3390,185,0.054556178,0.343240967,0.107349216,157,149,41,1,1,0,anastasia.7248,14,4,0.285714286,1,0
,1,110,0,396,692,0.571428571,2107,206,0.09772296,0.147656653,0.352611494,44,93,118,0,0,0,ethan9863,9,4,0.444444444,0,0
Facebook,1,180,1,393,719,0.545833333,,214,0.069820555,0.594648666,0.731926358,,57,61,,0,1,user_252469,11,6,0.545454545,1,0
Instagram,1,108,1,348,,,2841,187,0.065798733,0.238741543,0.345973226,214,,28,1,1,0,suresh,6,0,0,0,0
Facebook,1,85,1,393,703,0.558238636,3497,208,0.05946255,0.831750865,0.313374728,127,166,28,1,,1,acc_tqa39w9s,12,3,0.25,1,1
,0,42,0,339,643,0.526397516,2579,222,0.086046512,0.284557947,0.116054619,253,,103,1,0,0,fatima.746,10,3,0.3,1,0
X,,210,0,394,,0.5317139,2052,209,0.101802241,,0.066438094,37,166,56,1,0,0,daniel_1661,11,4,0.363636364,1,1
Facebook,1,199,1,369,724,0.508965517,2410,198,0.0821236,0.056751362,0.115277991,364,,54,,0,1,user_666561,11,6,0.545454545,1,1
Facebook,1,243,1,390,689,0.565217391,2954,195,0.065989848,0.73990669,0.875474775,209,,115,0,1,0,daniel.5634,11,4,0.363636364,1,0
Instagram,0,199,0,388,686,0.564774381,369,195,,0.508208175,0.011198525,351,139,127,0,0,0,pablo.1729,10,4,0.4,1,0
Facebook,,41,1,,690,0.561505065,539,204,0.377777778,0.113782997,0.69286587,93,151,76,0,0,0,haruto4651,10,4,0.4,0,0
Facebook,,89,1,406,695,0.583333333,2928,167,0.057016046,0.221334783,0.76862423,28,17,68,1,1,0,satish2103,10,4,0.4,0,0
X,0,239,1,384,659,0.581818182,2394,184,0.076826722,0.998719072,0.567888304,,,57,1,0,0,valentina_7615,14,4,0.285714286,1,0
,1,114,1,405,718,0.563282337,731,179,0.244535519,,0.730775361,136,14,,1,,0,leo1164,7,4,0.571428571,0,1
X,0,25,0,382,726,0.525447043,897,191,0.212694878,0.349869486,,22,187,68,1,,1,acc_sgf3pzm6,12,2,0.166666667,1,1
Instagram,1,150,0,427,678,0.628865979,4660,228,0.048916542,0.542554831,,130,143,100,0,0,0,kiran_4060,10,4,0.4,1,0
Facebook,1,42,0,407,673,0.603857567,2369,197,0.083122363,0.416017159,,85,96,35,1,1,1,20ae9oej1c,10,4,0.4,0,0
X,1,76,,426,669,0.635820896,4560,199,0.043630783,0.036389565,0.941331988,183,73,127,1,1,0,sarah_3630,10,4,0.4,1,0
Instagram,1,155,1,,655,0.608231707,2681,192,0.071588367,0.778677009,0.971937993,423,46,,1,1,1,user_905128,11,6,0.545454545,1,0
Facebook,0,136,0,413,706,0.584158416,2381,,0.08186398,0.716986113,,236,151,73,1,,0,priya5572,9,4,0.444444444,0,1
Instagram,0,19,0,379,731,0.517759563,15,213,13.3125,,0.19729884,183,,92,1,1,1,ey298h0tme,10,4,0.4,0,0
Facebook,0,183,0,,746,0.564926372,3129,204,0.065175719,0.845897137,0.447899162,313,18,98,0,1,0,kiran_3319,10,4,0.4,1,1
Instagram,,210,1,403,746,0.539491299,1354,191,,0.534739095,0.49653749,158,90,23,1,0,0,max_6092,8,4,0.5,1,0
Instagram,1,239,0,396,699,0.565714286,3136,189,0.060248645,0.065208439,0.757970052,469,168,86,1,1,0,mateo_2234,10,4,0.4,1,1
X,1,38,,415,722,0.573997234,2278,201,0.088196577,0.25940629,0.667777131,,30,66,1,0,0,kiran_9217,10,4,0.4,1,0
Instagram,,178,1,389,,0.541029207,11,,,0.461772836,0.514814429,41,15,141,0,0,0,pablo,5,0,0,0,0
Facebook,1,11,0,395,724,0.544827586,1657,206,0.12424608,0.103449239,0.680364558,234,150,,1,1,0,carlos7579,10,4,0.4,0,0
Facebook,0,206,0,,,0.588744589,1248,202,0.161729384,,0.024056847,130,77,105,0,1,1,acc_8pht0v12,12,4,0.333333333,1,1
,,222,1,406,,0.58,1661,190,0.114320096,0.120568162,,184,22,118,0,0,0,mateo,5,0,0,0,0
Facebook,0,182,0,416,696,0.596843615,1764,192,0.10878187,0.200508185,0.211632234,13,40,31,1,1,0,rahul.7272,10,4,0.4,1,0
Facebook,1,205,0,409,702,0.581792319,542,,0.307550645,0.893983661,0.65640914,,145,119,1,0,0,suresh2681,10,4,0.4,0,0
Facebook,1,10,1,399,701,0.568376068,1530,209,0.136512084,,0.113973252,253,163,144,1,1,1,bot_77atd,9,2,0.222222222,1,1
Instagram,0,153,1,377,713,0.528011204,1181,198,,0.550253344,0.114460836,,,129,,1,0,ethan1135,9,4,0.444444444,0,1
Instagram,0,41,1,443,686,0.644832606,2689,195,0.072490706,,0.035657644,379,74,77,0,0,0,valentina_4409,14,4,0.285714286,1,1
Facebook,1,154,1,408,668,0.609865471,2618,196,0.074837724,0.797431147,0.91023281,59,196,37,0,0,0,alex_3474,9,4,0.444444444,1,0
X,1,10,1,420,742,0.565275908,2755,231,0.083817126,0.696139496,0.604558758,414,178,54,0,1,1,bot_edsuq,9,0,0,1,0
,1,37,0,415,706,0.58698727,929,200,0.215053763,0.182466545,0.361961936,291,,33,0,0,1,tp1slf3li4,10,3,0.3,0,0
X,1,97,1,431,699,0.615714286,1427,200,0.140056022,0.411671525,0.787777741,159,159,,1,1,0,sarah,5,0,0,0,0
Facebook,0,170,1,401,,0.576978417,3660,192,0.052444687,0.535116519,0.626082201,446,70,129,1,1,1,user_598751,11,6,0.545454545,1,0
Facebook,1,18,1,390,694,0.561151079,2234,,,0.359711992,,25,,69,0,,1,acc_9ynyg0vl,12,2,0.166666667,1,1
Instagram,0,191,0,430,641,0.669781931,3910,191,0.048836615,,0.487042794,64,167,35,0,0,0,noah.8621,9,4,0.444444444,1,0
,1,133,1,414,661,0.625377644,4991,195,0.0390625,0.736113344,0.007926779,385,125,149,0,0,1,6bqoj1lf0b,10,3,0.3,0,0
Instagram,0,173,1,354,740,0.477732794,,196,0.095007271,0.198846405,0.258462506,69,69,68,0,1,0,diego_6695,10,4,0.4,1,1
Facebook,0,115,1,,,,4098,197,0.048060503,0.260485929,0.109076695,381,165,104,1,1,0,pablo9146,9,4,0.444444444,0,0
,1,229,0,410,694,0.589928058,2564,188,0.073294347,,0.662409852,172,181,53,0,0,0,leo.1087,8,4,0.5,1,0
Instagram,0,112,1,393,666,0.589205397,2804,201,0.071657754,0.16177923,0.248620822,461,3,,0,0,0,daniel_2554,11,4,0.363636364,1,1
Instagram,1,169,1,378,648,0.582434515,2294,212,0.092374728,0.849551623,0.450166664,475,,111,0,1,0,nikolai209,10,3,0.3,0,0
Instagram,0,219,1,,732,0.478854025,,209,,0.610616319,0.353430298,224,62,106,0,1,1,user_351678,11,6,0.545454545,1,0
Facebook,1,64,0,393,701,,572,194,0.338568935,0.83474813,0.143198738,152,49,52,1,0,0,layla_6030,10,4,0.4,1,0
Facebook,,98,0,409,,0.561813187,,,0.042797265,0.493729314,0.958370233,39,29,116,0,0,0,anastasia,9,0,0,0,0
,1,231,0,409,718,0.568845619,2401,186,0.07743547,0.51956304,0.933419312,145,15,105,0,1,0,martin,6,0,0,0,0
Instagram,1,71,0,379,715,0.529329609,1712,189,0.11033275,0.61614463,,365,179,,,1,1,acc_5hwt9bgo,12,2,0.166666667,1,1
Facebook,0,186,1,408,679,0.6,383,199,0.518229167,0.370919544,0.827365354,97,3,58,0,0,0,camila.6149,11,4,0.363636364,1,0
Facebook,,51,1,394,726,0.541953232,1084,187,0.17235023,0.496584095,0.488373683,247,25,96,0,1,0,satish,6,0,0,0,0
Instagram,0,117,0,382,633,0.602523659,,184,0.09431061,0.546915129,0.773735885,11,156,85,1,1,0,priya,5,0,0,0,0
X,0,174,0,381,675,0.563609467,2518,212,0.084160381,0.953542436,0.151157131,474,,26,0,1,0,kojo2182,8,4,0.5,0,0
,1,119,1,391,718,0.543810848,4170,209,0.050107888,0.882908132,0.132274138,23,91,71,0,,1,bot_tl008,9,3,0.333333333,1,1
X,0,6,1,383,737,0.51897019,3498,215,0.061446127,0.129245847,0.890757501,224,107,121,0,1,1,bot_29qqv,9,2,0.222222222,1,1
Facebook,1,10,0,,696,0.579626973,3315,,0.056091677,0.041282467,0.897819492,244,151,133,0,0,0,alex_1270,9,4,0.444444444,1,0
X,0,,0,379,736,0.514246947,4931,182,0.036901865,0.680333952,0.465912163,462,50,24,1,,1,gqlxd7107,9,4,0.444444444,0,0
,1,60,0,405,690,,2676,,0.074336944,0.049198667,0.870157798,,41,,1,1,0,oliver1149,10,4,0.4,0,1
Instagram,1,67,0,396,685,0.577259475,3395,211,0.06213192,0.060351065,0.667458952,31,166,136,1,0,1,qdh2phr8gu,10,2,0.2,0,0
Instagram,1,152,,399,,0.572453372,1204,208,,0.159263397,,113,134,,0,0,0,sofia,5,0,0,0,0
Instagram,1,139,0,,707,0.563559322,774,192,0.247741935,0.351707091,0.328954265,208,17,146,,1,0,diego,5,0,0,0,0
,0,153,0,404,683,0.590643275,,217,0.070961413,0.434996112,0.136060651,482,2,112,,0,0,yuki9666,8,4,0.5,0,1
Facebook,0,101,1,376,695,0.540229885,2314,,0.082073434,,0.773948669,302,190,64,,0,1,kgl8jc5x3y,10,3,0.3,0,0
Instagram,1,109,1,399,719,0.554166667,2598,213,0.081954598,0.992288193,0.985250725,428,19,97,1,,0,dmitri6574,10,4,0.4,0,0
Instagram,0,139,1,394,721,0.545706371,1404,193,0.137366548,0.385232755,0.546378327,34,97,,1,1,0,tariq_5509,10,4,0.4,1,1
Facebook,0,170,1,421,746,,4173,200,0.047915668,0.242753097,0.655864414,204,72,33,1,0,0,giulia.943,10,3,0.3,1,0
Instagram,1,50,1,391,717,0.544568245,,188,0.061377734,0.575252409,0.746092568,377,73,140,0,1,1,bot_fjske,9,0,0,1,0
Facebook,0,116,0,409,727,,3326,186,0.055906222,0.215150953,0.224259102,383,,58,1,0,0,martin_272,10,3,0.3,1,0
,0,,0,423,719,0.5875,1404,225,0.160142349,0.940543432,0.336001248,392,69,88,1,0,1,bot_kddkp,9,0,0,1,1
Facebook,0,45,0,,650,0.614439324,,220,0.066225166,0.259254302,0.412321211,265,144,75,0,1,1,user_047276,11,6,0.545454545,1,0
Facebook,,,1,444,705,0.628895184,870,205,0.235361653,0.989934136,0.594588312,64,78,148,1,1,0,yuki_6518,9,4,0.444444444,1,0
Facebook,0,87,0,375,636,,1084,212,0.195391705,0.41866819,0.850492578,442,186,100,,0,1,bot_3x7kc,9,2,0.222222222,1,0
X,1,207,1,338,700,0.482168331,974,185,,,0.254203545,97,181,109,1,1,0,haruto8261,10,4,0.4,0,0
Instagram,0,120,,394,672,0.585438336,,213,,0.648280325,0.470888801,184,140,5,0,,1,ywotv6664,9,4,0.444444444,0,1
X,0,12,0,426,706,0.602545969,,196,0.10864745,0.933494174,0.751533911,,41,108,0,0,0,ayanda,6,0,0,0,0
Instagram,0,88,1,404,707,0.570621469,2965,,0.065407957,0.625426953,0.087385,484,43,10,1,0,1,ah3izoirp4,10,2,0.2,0,0
X,1,124,,382,698,0.546494993,1189,202,0.169747899,0.581217979,0.512893458,472,,79,1,1,1,rgmqo6975,9,4,0.444444444,0,0
Facebook,1,117,0,416,748,0.55540721,3444,,0.05137881,0.652852445,0.144379703,469,66,149,0,0,1,yfiohzq2ag,10,1,0.1,0,0
Instagram,0,,0,426,,0.645454545,3935,200,0.050813008,0.786465532,0.539148897,265,199,138,0,1,1,zusfc2791,9,4,0.444444444,0,0
Instagram,,184,0,383,707,0.540960452,4410,189,0.042847427,0.898841632,,473,19,25,,1,0,priya,5,0,0,0,0
X,0,115,0,407,686,0.592430859,1322,200,0.15117158,0.2668149,0.236947411,402,46,105,0,1,0,diego2074,9,4,0.444444444,0,0
X,1,117,0,413,678,0.608247423,2024,225,0.111111111,,0.849478445,231,23,148,1,0,1,acc_vzzwdmn5,12,1,0.083333333,1,2
Instagram,1,3,1,405,,0.610859729,,196,0.041411367,0.034349696,0.33480411,108,178,14,0,1,0,priya,5,0,0,0,0
X,0,74,1,407,734,0.553741497,4513,213,0.047186531,0.370079203,0.190784864,488,145,102,0,0,0,tariq.9265,10,4,0.4,1,0
X,0,223,1,,689,0.589855072,439,182,0.413636364,0.846185023,,177,22,138,1,1,1,user_484171,11,6,0.545454545,1,0
X,0,48,1,437,739,0.590540541,165,202,1.21686747,0.069857429,0.876075082,248,128,105,1,1,1,bot_sauls,9,0,0,1,0
,0,6,0,366,705,0.518413598,3338,210,0.062893082,0.538520076,0.068933061,323,122,67,,1,1,wrvdoa3t1b,10,2,0.2,0,0
Facebook,1,,0,386,731,0.527322404,3351,,0.053699284,0.694788636,0.327571466,359,114,88,0,,0,sakura_4740,11,4,0.363636364,1,0
X,,121,,388,690,,988,189,0.191102123,,,4,65,,,0,1,user_627085,11,6,0.545454545,1,0
X,1,10,0,402,676,,2530,204,0.080600553,0.583430322,0.357580869,156,132,63,1,1,0,tariq9467,9,4,0.444444444,0,0
Facebook,0,91,1,413,701,0.588319088,4613,194,0.042045947,0.18632001,0.070823995,229,,95,0,1,1,bot_kaosy,9,0,0,1,0
Facebook,0,181,0,418,693,0.602305476,4178,206,0.049294089,0.964536258,0.331998969,115,116,,0,0,0,layla7532,9,4,0.444444444,0,0
Instagram,1,232,0,,691,0.604046243,4215,207,0.049098672,0.09465151,0.820959386,260,34,83,1,1,1,z9ihhqnnn3,10,2,0.2,0,2
Instagram,0,,0,411,688,0.596516691,3846,200,0.051988563,0.768999612,0.968037523,315,,22,0,0,1,acc_1pgr5qzu,12,2,0.166666667,1,1
Facebook,1,,1,410,714,0.573426573,1327,,0.149849398,0.086559224,0.039779197,320,,38,1,1,0,amina_2554,10,4,0.4,1,1
